id,default_flag,days_past_due,balance,credit_limit,external_score
846,1,20,1011.244386,1700,531
847,0,16,44.94732143,200,142
848,0,0,1814.658238,2200,964
849,1,2,1196.418337,1500,517
850,1,15,283.1364439,1000,623
851,0,0,1155.705897,1800,702
852,0,6,1369.281474,1700,858
853,1,17,72.9179661,1100,630
854,0,1,105.8448987,200,83
855,0,0,1350.077554,1500,742
856,0,10,750.3559158,1000,436
857,0,0,651.5353748,1800,902
858,0,2,533.1550407,2200,872
859,0,0,171.4789073,800,204
860,1,0,20.44531384,600,12
861,1,3,421.4695775,1300,436
862,1,50,303.9508163,400,61
863,0,9,317.4740813,1700,504
864,1,2,41.79226682,600,313
865,1,32,78.85901358,200,94
866,1,0,764.6889559,800,529
867,0,1,777.6654501,800,378
868,0,1,164.9998371,300,226
869,0,5,109.3219239,900,455
870,1,1,819.7662614,900,395
871,0,0,767.1553762,900,461
872,1,4,155.9307716,200,47
873,0,0,398.5297689,1400,595
874,0,0,433.8981556,1100,776
875,0,0,1340.431317,2500,933
876,0,1,421.5166511,1700,599
877,1,0,419.3862199,700,205
878,1,35,50.18674932,200,56
879,0,2,308.6697897,500,3
880,1,66,2037.818679,2500,962
881,0,1,1523.169811,2000,874
882,0,1,525.3375878,1400,724
883,1,22,469.5813858,1100,566
884,0,0,937.3176288,1500,811
885,0,0,676.0723868,2300,872
886,1,99,520.2784724,1400,605
887,1,3,462.8555751,900,796
888,0,0,1065.867295,1900,866
889,0,2,732.4396772,1300,591
890,1,12,222.0249986,500,298
891,0,2,345.4004647,1900,891
892,1,65,1073.611922,1200,730
893,1,0,38.95471636,200,183
894,1,0,1078.847768,1300,36
895,1,4,141.971944,800,398
896,1,10,1015.884899,1500,611
897,0,1,154.916266,1200,922
898,0,0,412.5570292,1200,674
899,1,14,877.9506208,900,273
900,0,3,133.4741338,800,237
901,1,26,73.25872422,400,325
902,0,1,102.8982091,600,445
903,0,7,529.0335061,700,403
904,1,0,760.7865517,1700,732
905,1,0,773.7312576,1100,520
906,0,1,578.1982514,700,85
907,1,42,70.7561858,400,391
908,0,7,110.1934112,600,321
909,0,0,83.26421885,400,398
910,1,2,391.8605479,600,57
911,0,0,1204.089221,1300,662
912,0,2,247.3669161,900,432
913,0,0,501.7588506,1900,912
914,0,11,251.8056619,500,128
915,1,192,765.1216781,1100,584
916,1,21,119.2056724,1000,549
917,1,6,141.5205322,1100,536
918,0,0,1978.324173,2000,941
919,0,2,625.244153,900,795
920,1,41,155.6844841,200,189
921,0,0,1167.075083,1700,977
922,0,2,552.0702439,700,228
923,0,0,1587.267641,1800,825
924,0,8,606.9300503,1800,913
925,1,51,1571.103402,1800,514
926,0,250,351.9502695,900,213
927,0,2,1225.926194,1600,622
928,1,10,1453.043893,1900,870
929,0,7,1300.237816,1600,770
930,1,91,537.2690641,1400,765
931,1,41,242.7025528,1200,691
932,0,3,381.0161858,1200,697
933,1,71,867.4270151,1800,759
934,0,8,162.8179624,500,396
935,1,17,1173.756236,2500,940
936,1,2,469.1768765,1000,539
937,0,0,1292.715425,2700,705
938,0,4,182.6199055,300,417
939,0,14,77.24701943,1100,543
940,1,4,154.626512,200,287
941,1,0,1108.634575,1800,671
942,0,1,33.82175582,300,713
943,0,0,915.1456919,1500,657
944,0,0,922.0883365,1900,923
945,0,1,389.495046,1300,923
946,0,2,1615.391838,1900,910
947,0,15,230.8174258,500,5
948,1,3,47.22947852,200,20
949,1,7,293.8837518,800,275
950,1,7,111.4791282,300,71
951,0,0,876.8752517,2000,996
952,1,0,281.1010149,800,38
953,1,2,363.1993237,1200,524
954,0,0,167.8133513,1000,573
955,1,18,678.8573776,900,505
956,0,2,1471.098421,2000,848
957,0,0,614.4252285,1600,980
958,0,1,1024.520454,1300,505
959,0,10,1214.466603,2100,979
960,1,1,561.0404501,600,456
961,1,29,433.6533428,900,344
962,0,0,315.765591,1900,797
963,0,0,234.7706884,600,653
964,0,5,555.5514342,2000,956
965,0,0,1452.395426,2000,995
966,0,24,97.9955069,700,138
967,1,35,777.5069472,800,401
968,0,7,716.509412,800,347
969,0,0,968.9318205,1000,535
970,0,8,274.1740352,400,469
971,0,0,405.1452931,1600,944
972,1,2,380.4183914,1600,9
973,0,0,457.1772349,2400,981
974,0,4,185.3541938,1100,547
975,0,0,1366.467132,1900,910
976,0,4,782.7287627,2000,603
977,0,0,1150.811022,1500,501
978,0,3,253.9134521,1200,655
979,0,0,128.4578581,800,816
980,1,39,430.0257742,700,20
981,0,7,773.2355617,1100,501
982,0,3,303.1588913,1200,813
983,0,7,1385.577695,1600,906
984,0,1,499.6893838,1100,344
985,0,6,90.39866042,200,183
986,1,15,1116.952153,1400,496
987,1,24,192.471778,1000,597
988,0,0,1127.514658,1500,902
989,0,0,1234.168861,1400,685
990,0,0,828.2223554,1400,560
991,0,0,33.0744058,1400,823
992,0,37,742.33393,800,423
993,0,7,511.5301601,800,417
994,0,1,335.6896189,700,518
995,0,0,479.3417174,1100,816
996,1,9,94.12785393,200,197
997,1,32,77.79033488,200,178
998,0,1,177.9851021,2100,820
999,0,2,557.2056105,1400,861
1000,0,244,187.6269827,1300,20
1001,1,127,40.22491727,1900,854
1002,1,47,296.4801369,1000,313
1003,0,3,84.38174351,200,120
1004,1,22,1266.093989,2000,139
1005,1,363,401.5615983,1500,520
1006,1,46,526.7186749,1300,469
1007,0,0,382.4350454,1300,759
1008,0,0,166.4682166,1900,762
1009,1,41,150.7989992,800,496
1010,0,2,28.19169226,800,228
1011,1,0,824.7958818,900,35
1012,0,0,1449.414956,2300,988
1013,0,3,625.8491544,1200,563
1014,1,0,273.7901073,1300,411
1015,0,4,37.53471454,200,170
1016,0,0,587.5183639,2300,856
1017,0,6,1322.403479,1400,772
1018,0,209,41.0094728,200,45
1019,0,2,92.0869499,700,363
1020,0,1,265.8746587,600,985
1021,0,0,708.7551994,1400,713
1022,0,16,551.9686881,1600,755
1023,1,0,457.1325101,500,375
1024,0,2,595.2591678,800,245
1025,0,0,641.9065184,900,451
1026,0,0,33.00782995,300,28
1027,0,1,2.197743558,900,37
1028,0,0,1947.250843,2100,957
1029,1,1,238.1542179,700,319
1030,0,2,757.0309519,1200,480
1031,0,25,1249.584878,1500,820
1032,0,0,84.25923103,200,47
1033,0,0,1617.384922,1700,843
1034,0,18,379.1262143,1000,312
1035,0,0,93.11610947,500,436
1036,0,3,465.5112698,500,409
1037,0,12,206.4852664,400,117
1038,1,7,105.7605496,1100,764
1039,0,3,967.5148022,1000,602
1040,0,11,429.8233957,700,278
1041,0,1,0.511412544,200,115
1042,0,4,814.9705439,1100,521
1043,0,0,792.4238573,1400,879
1044,1,32,208.5818594,1100,421
1045,0,13,85.84171623,200,177
1046,0,6,460.5213778,600,381
1047,0,3,43.08597548,600,443
1048,1,70,810.4455115,900,378
1049,1,2,773.8640334,1100,97
1050,1,15,133.5485133,400,150
1051,1,0,1296.339449,1800,688
1052,0,44,229.0325184,1000,500
1053,0,0,792.3295301,800,293
1054,1,51,1406.275255,2100,663
1055,1,0,46.99723886,1100,560
1056,0,2,589.4495578,1600,837
1057,1,6,620.3132128,1000,242
1058,0,23,356.4972361,1000,559
1059,0,11,1423.026037,1500,577
1060,0,0,432.6293949,1200,521
1061,1,0,119.0017051,200,73
1062,1,7,157.4183732,600,344
1063,1,0,642.7849231,1200,22
1064,1,0,138.7954552,1400,527
1065,0,0,200.6668474,500,468
1066,0,7,855.2857647,2400,818
1067,0,6,1001.31699,1600,637
1068,0,11,1052.150413,1100,868
1069,0,204,393.1021874,800,50
1070,1,775,298.0283936,1000,571
1071,0,8,1967.509174,2000,871
1072,0,0,366.1790393,400,400
1073,0,7,8.842405481,800,321
1074,0,0,2339.142778,2600,910
1075,0,7,178.8326042,200,162
1076,1,59,1781.423213,1900,899
1077,0,92,682.3859782,1100,736
1078,0,3,99.1725234,300,144
1079,0,3,151.1066677,2100,879
1080,0,9,39.78131067,300,40
1081,0,8,223.1628733,1400,603
1082,1,32,1474.437502,1600,819
1083,1,2,424.1619458,600,36
1084,0,5,387.5862564,800,127
1085,1,3,466.1940605,600,356
1086,1,6,185.2454281,1200,446
1087,1,1,179.3982214,600,260
1088,0,2,316.2906701,1100,936
1089,0,9,945.5634444,1300,175
1090,1,7,517.048222,1000,456
1091,1,5,342.3477607,1300,63
1092,1,1,330.3493282,1500,522
1093,0,8,66.66617334,200,112
1094,0,14,924.713936,1400,596
1095,0,8,25.70963033,700,462
1096,0,7,411.9073564,1600,547
1097,0,5,207.7798947,500,774
1098,1,27,236.8847148,700,347
1099,0,9,457.6570974,1400,509
1100,0,9,364.2357733,500,413
1101,1,6,127.2195926,600,56
1102,1,54,106.1363132,200,81
1103,0,3,668.5836267,900,674
1104,0,0,565.659733,1700,936
1105,0,8,293.2428912,300,646
1106,1,0,519.8803269,800,521
1107,1,5,433.8921874,900,188
1108,0,0,176.1017275,700,340
1109,1,4,321.1287212,500,293
1110,1,26,151.5287511,1200,365
1111,0,0,419.0713181,500,192
1112,1,6,239.5615268,300,271
1113,0,9,805.7312401,900,417
1114,0,3,1358.979405,2200,912
1115,0,0,378.8441969,500,228
1116,0,0,427.0858527,2400,905
1117,0,19,33.08942843,200,194
1118,0,0,1293.510236,1500,857
1119,1,25,286.0208042,1400,526
1120,0,0,473.622474,1700,927
1121,1,37,508.9638576,600,69
1122,1,7,627.2742929,700,178
1123,1,1,398.0195939,1600,130
1124,0,5,28.37153083,200,184
1125,0,1,1642.910822,2000,724
1126,0,19,341.7246854,600,85
1127,0,2,545.1777714,2100,807
1128,0,0,959.1436224,1900,829
1129,0,11,236.4586673,400,312
1130,1,0,416.4943688,1000,440
1131,0,1,693.587007,2200,700
1132,1,10,195.3852127,200,67
1133,1,1,329.7352665,1100,561
1134,1,3,181.7765167,900,374
1135,1,130,321.4828903,1100,398
1136,0,1,998.8663033,1900,988
1137,1,6,505.7370708,800,323
1138,0,0,213.331428,1700,859
1139,0,98,167.810975,500,385
1140,1,12,594.6643156,800,8
1141,0,0,41.34078174,900,734
1142,0,5,424.480755,800,395
1143,1,0,1254.420105,2100,769
1144,1,0,95.13392797,600,112
1145,1,36,55.00132868,2200,832
1146,0,0,604.9328367,900,719
1147,0,6,192.2886184,200,219
1148,0,0,878.8779713,1400,602
1149,1,0,69.87148923,200,412
1150,0,4,495.670658,1100,823
1151,0,3,502.6839218,1100,577
1152,1,29,122.4823068,200,54
1153,0,0,583.7201895,2100,813
1154,0,7,464.0679733,1800,987
1155,0,6,516.7818288,600,302
1156,0,0,1009.347587,2300,959
1157,1,11,198.6785195,400,403
1158,0,0,218.142997,900,676
1159,1,214,584.098752,1600,578
1160,0,1,1865.670459,2200,656
1161,0,0,387.3029678,1900,931
1162,0,8,991.7726414,1200,425
1163,1,37,40.10402567,200,675
1164,0,2,840.8191504,2500,701
1165,0,0,1218.964209,1400,899
1166,0,443,516.1804167,700,87
1167,0,4,357.4811806,700,307
1168,0,0,610.2544511,1300,902
1169,0,0,1057.761681,1200,750
1170,0,0,577.9119189,1300,946
1171,0,1,150.9691699,1100,686
1172,0,4,126.7815191,200,235
1173,0,0,1481.844183,1500,692
1174,0,20,414.9160462,1000,969
1175,1,8,1.437875543,400,220
1176,0,7,27.08074213,1100,483
1177,0,0,86.30580863,1000,632
1178,1,5,65.62061019,200,49
1179,1,1,495.4599554,2000,606
1180,0,0,711.172143,1900,675
1181,1,2,330.2366766,1100,190
1182,0,5,1008.319535,1300,564
1183,0,2,339.6391414,900,391
1184,0,11,350.6556314,1300,509
1185,0,0,775.2249891,1400,638
1186,1,43,129.5689872,200,199
1187,0,27,14.03762167,500,250
1188,1,2,999.6794212,1000,195
1189,1,3,43.87791527,200,88
1190,0,4,84.23284258,200,185
1191,1,5,318.8709752,400,2
1192,0,3,597.2143931,1100,11
1193,0,11,1135.640318,2300,834
1194,1,108,118.8133085,200,36
1195,1,35,135.8410561,500,59
1196,0,2,545.6586845,1000,658
1197,0,0,218.545074,600,486
1198,0,0,2109.213461,2400,908
1199,0,1,38.00526558,300,63
1200,0,6,1128.691445,1900,862
1201,0,0,1076.930777,2100,951
1202,0,6,229.4225621,400,246
1203,0,5,370.8228171,1500,653
1204,1,2,247.5761958,900,335
1205,1,16,136.3434998,200,179
1206,1,113,477.7761104,700,389
1207,0,3,367.336601,700,378
1208,1,1,125.8011104,300,91
1209,0,2,164.3292348,1600,751
1210,0,1,814.3584836,1000,751
1211,1,3,141.8762468,1900,630
1212,0,0,1173.223505,1800,913
1213,1,4,417.9846638,1100,560
1214,0,7,758.6274084,1800,652
1215,0,7,99.54979631,1100,310
1216,1,16,370.1008899,1000,244
1217,0,0,95.99897851,2400,992
1218,1,556,332.4411944,1100,252
1219,0,0,780.1674936,2300,941
1220,1,0,8.954487467,1300,661
1221,1,76,191.8246799,200,92
1222,1,2,277.2088439,600,243
1223,1,14,128.6034991,1500,755
1224,0,0,612.7380789,2000,989
1225,1,2,563.922463,1200,499
1226,0,5,1033.39873,1200,577
1227,0,0,254.2389018,1200,768
1228,0,17,992.9940851,2000,937
1229,0,0,94.86665699,2000,862
1230,0,1,1404.364045,1900,976
1231,0,0,579.2296181,2000,859
1232,0,7,275.8497824,700,98
1233,0,1,715.2826037,800,488
1234,0,0,273.6235907,600,768
1235,0,1,2529.466936,2800,938
1236,0,0,666.4965123,800,795
1237,1,9,157.9399112,200,195
1238,1,2,16.73930554,800,645
1239,1,1,106.1271452,1100,552
1240,0,1,1367.766119,1400,826
1241,0,0,670.1693949,1200,623
1242,1,0,499.1596736,700,82
1243,0,2,173.6082238,1400,804
1244,0,3,1420.454214,1600,900
1245,1,5,230.6493977,1400,68
1246,0,0,52.99163482,200,31
1247,0,3,680.2005849,900,294
1248,1,16,212.2554162,800,283
1249,0,200,142.8430248,600,99
1250,1,62,942.8200177,1600,833
1251,0,11,451.1109129,1000,298
1252,0,2,292.6495308,700,406
1253,0,40,1309.348363,1400,842
1254,1,0,126.4335578,600,444
1255,0,15,139.8718452,1500,616
1256,1,51,304.1114377,700,355
1257,0,7,49.51803514,1700,663
1258,0,1,566.4522345,1400,857
1259,0,2,289.0377348,300,253
1260,0,0,1888.688575,2600,834
1261,0,8,259.6404887,1300,855
1262,0,5,244.304827,300,297
1263,0,2,1317.136918,1700,633
1264,0,3,921.5090927,1700,513
1265,0,0,120.9835594,700,756
1266,0,0,368.1620565,1300,786
1267,1,4,631.3694624,1100,547
1268,0,10,11.28520986,1400,736
1269,0,9,838.2670492,1200,910
1270,0,0,760.0977301,1800,947
1271,0,2,1318.869473,2000,910
1272,1,2,606.6795977,1000,535
1273,1,0,702.3552559,800,477
1274,0,1,187.3622386,700,433
1275,0,0,515.8212188,1500,980
1276,0,1,266.7787978,900,416
1277,0,3,1175.168688,1200,869
1278,0,5,1251.900313,1700,950
1279,0,221,387.9038053,400,252
1280,0,0,54.03738101,800,400
1281,0,94,544.9024706,2300,819
1282,0,0,409.6750707,1700,833
1283,0,4,354.7574569,600,19
1284,1,37,618.1454493,800,291
1285,1,35,458.9244353,1000,671
1286,0,8,978.740317,1200,865
1287,0,0,1794.241002,1900,782
1288,0,21,75.36606968,200,188
1289,1,56,56.11563247,1100,303
1290,0,5,492.1301681,600,275
1291,0,2,453.8330752,900,459
1292,0,0,1293.347668,1400,759
1293,0,0,138.7828087,900,455
1294,1,4,275.9241245,500,448
1295,1,0,81.90549266,700,564
1296,0,0,660.7516176,800,454
1297,0,0,2563.583577,2600,959
1298,1,1,567.2447162,600,213
1299,1,58,384.6154353,800,79
1300,0,105,394.1398087,500,412
1301,0,0,834.2560452,2100,919
1302,1,16,374.0813849,600,90
1303,0,0,514.876022,1200,863
1304,0,2,1191.098763,2400,956
1305,0,0,390.6885838,800,648
1306,0,0,1351.417751,1800,884
1307,1,0,259.4951505,300,273
1308,0,0,704.0352587,2000,834
1309,1,0,895.3771577,1100,78
1310,1,58,152.6637242,400,488
1311,1,0,237.2555521,500,2
1312,1,0,101.615491,200,35
1313,0,8,155.4084836,200,36
1314,0,3,618.6421366,700,674
1315,1,9,242.7027798,900,225
1316,0,6,30.74989231,400,111
1317,0,0,645.9817405,2700,899
1318,0,0,485.1084533,1500,917
1319,0,27,260.99723,600,359
1320,0,1,372.9556456,1600,671
1321,1,1,452.7439679,900,87
1322,1,1,963.7162503,1000,400
1323,0,0,287.3793532,1100,983
1324,1,3,213.6967971,500,445
1325,0,11,1014.454315,1500,845
1326,1,0,952.0664543,1700,589
1327,1,19,665.5529211,700,283
1328,0,7,817.7874471,1500,717
1329,0,0,542.5922128,1500,956
1330,0,0,1377.553705,1500,752
1331,0,31,100.557624,200,90
1332,0,5,296.8747146,700,262
1333,0,58,35.79055161,800,436
1334,1,3,82.07498858,200,41
1335,0,49,132.2890903,200,184
1336,0,0,951.6765939,2200,882
1337,0,2,673.3198627,2000,953
1338,0,0,888.7655262,1000,729
1339,1,0,691.8284707,1100,147
1340,0,2,97.30241449,400,408
1341,1,5,47.77883352,1000,593
1342,0,0,229.5089561,1900,972
1343,0,0,771.5151298,1200,585
1344,1,27,276.1048324,800,407
1345,1,1,367.5034667,400,17
1346,0,0,410.5745774,600,297
1347,0,7,34.22316303,200,178
1348,0,0,14.90882037,400,285
1349,0,0,358.4137023,1000,997
1350,0,1,1521.407195,1900,714
1351,0,8,1312.051952,1600,824
1352,1,21,960.3210191,1200,303
1353,1,0,296.3123498,700,166
1354,0,0,217.9180167,700,213
1355,0,4,199.5312613,200,56
1356,1,33,452.2883535,600,629
1357,1,2,932.9335183,1100,733
1358,0,1,742.0443791,1300,539
1359,0,0,278.6824433,800,729
1360,1,55,283.8613396,600,417
1361,0,3,451.1325223,700,143
1362,1,0,260.7364936,500,319
1363,1,134,720.5216344,1000,260
1364,0,2,1377.747691,1700,924
1365,0,10,1649.158894,1900,897
1366,1,20,571.8870932,600,269
1367,0,0,246.9326634,300,389
1368,0,208,13.9903063,400,306
1369,0,0,1952.034157,2000,880
1370,0,15,185.4650958,300,106
1371,1,7,563.8101958,700,33
1372,0,1,1151.82417,1700,711
1373,0,0,199.3831095,2100,935
1374,1,0,78.16828323,200,48
1375,0,1,248.0600722,1900,758
1376,0,0,1190.404184,2000,867
1377,0,0,532.5761643,700,145
1378,0,4,42.22684205,200,4
1379,0,14,1156.738532,2200,960
1380,1,0,759.8373031,900,388
1381,0,0,2041.945808,3200,996
1382,0,1,400.3402444,1700,595
1383,0,2,650.4146683,1200,666
1384,1,5,226.5684492,1100,544
1385,0,0,782.76734,1400,528
1386,1,6,437.3300595,1000,470
1387,0,0,613.7126866,1800,748
1388,0,1,1390.774678,2000,655
1389,0,0,243.8931958,1500,998
1390,0,12,779.2453145,1600,576
1391,0,10,324.3243135,700,66
1392,1,7,850.4234826,1100,492
1393,0,9,342.5835806,1300,674
1394,1,30,87.10576641,200,131
1395,0,0,1102.557128,2000,836
1396,0,17,559.8227296,1200,508
1397,0,2,1607.916243,1900,984
1398,1,12,220.1078064,1200,5
1399,0,27,632.8529215,1200,505
1400,1,0,1017.367348,1100,549
1401,0,9,851.983125,1100,325
1402,0,0,23.17995208,200,731
1403,1,1452,517.810446,700,545
1404,1,29,777.5943491,900,286
1405,0,28,817.7400348,1900,836
1406,0,1,1060.883464,1300,779
1407,1,65,500.5203196,700,9
1408,0,2,874.4639445,1300,735
1409,1,15,436.4247301,700,385
1410,1,59,520.1042094,900,360
1411,0,0,434.7018033,1000,457
1412,0,2,0.685925878,2100,942
1413,0,0,194.5052192,200,716
1414,0,1,262.9845906,500,469
1415,0,0,781.5469186,800,487
1416,0,0,581.343361,1700,882
1417,0,267,479.3679724,800,381
1418,0,6,320.9178546,1100,259
1419,1,10,108.379268,400,350
1420,0,0,541.0479651,1900,686
1421,1,50,89.34418184,600,617
1422,0,0,254.0823475,2300,867
1423,0,0,807.9769472,900,248
1424,1,615,100.2329016,200,99
1425,1,39,328.4341243,400,195
1426,1,26,12.14390064,700,547
1427,0,3,34.80212997,300,10
1428,1,168,7.460833787,200,16
1429,0,0,308.9741191,1000,803
1430,0,0,386.853966,2300,819
1431,0,0,416.2086817,600,239
1432,0,3,428.9686851,800,744
1433,1,3,381.4747513,400,156
1434,0,1,507.9220283,1000,575
1435,0,0,496.2457725,1000,841
1436,0,1,382.2176567,600,9
1437,0,1,8.299518728,200,117
1438,0,3,241.3899702,2300,990
1439,1,7,121.5916408,200,167
1440,0,4,109.4673978,600,484
1441,1,2,214.3807553,600,244
1442,0,13,36.32032018,800,534
1443,0,0,277.9717787,800,364
1444,1,5,470.5835882,800,269
1445,0,391,685.7897645,800,479
1446,1,887,406.4155569,700,487
1447,0,0,362.6215824,1700,840
1448,1,20,380.0703973,900,124
1449,1,0,896.7203724,900,537
1450,1,0,522.0387176,600,225
1451,1,40,279.8738895,1200,725
1452,0,1,464.2516799,1300,727
1453,0,0,1067.459566,1900,931
1454,0,60,171.4377704,200,46
1455,0,1,90.26830933,2200,889
1456,0,3,178.0253658,200,498
1457,0,0,919.5105598,1800,866
1458,1,7,9.395897243,400,288
1459,0,23,194.2999468,1100,318
1460,0,18,334.2274022,400,154
1461,0,8,85.00525543,400,473
1462,1,4,882.3976298,1400,687
1463,0,0,1318.14844,1500,952
1464,1,5,950.7937644,1600,67
1465,0,0,488.8950868,500,228
1466,0,0,79.13944116,1000,898
1467,1,0,740.3180028,900,357
1468,0,9,176.5347026,200,125
1469,0,9,382.8535293,900,666
1470,0,15,80.13415174,200,65
1471,0,0,702.1415429,900,731
1472,1,0,229.5302241,600,671
1473,1,86,390.146072,1200,569
1474,1,1,116.7329625,200,44
1475,0,1,829.8432082,1400,546
1476,0,0,57.31875583,700,209
1477,0,3,171.1903301,600,425
1478,0,1,109.7584082,1200,692
1479,0,2,109.0862264,200,46
1480,0,1,311.102988,700,273
1481,1,3,272.7798378,1000,560
1482,0,2,225.3279339,400,861
1483,0,0,1015.483484,1300,769
1484,1,1,1111.992321,2000,592
1485,0,1,754.6756275,2000,699
1486,1,18,510.3175406,700,225
1487,0,1,1021.237031,1800,896
1488,0,3,312.333959,700,413
1489,0,1,104.8440709,400,445
1490,0,8,173.710187,700,70
1491,1,53,220.2706704,400,238
1492,1,0,177.6068873,600,483
1493,1,0,35.38307016,400,50
1494,1,21,369.3205953,800,358
1495,0,4,642.1711835,1400,507
1496,0,1,9.942785009,300,491
1497,0,2,181.6294562,1000,578
1498,0,0,154.1736569,300,269
1499,0,23,127.486919,500,377
1500,0,2,181.2063936,800,384
1501,0,1,1101.951614,1500,608
1502,1,0,1726.37697,2200,802
1503,0,1,368.9818697,700,40
1504,0,1,1391.497814,1600,591
1505,1,10,685.795121,900,395
1506,0,0,99.51274107,700,504
1507,0,23,577.5603855,600,404
1508,0,0,15.6239222,1200,743
1509,0,0,384.0120261,900,486
1510,1,0,66.90114825,200,172
1511,0,1,312.8287779,1500,624
1512,0,2,1686.657105,2100,907
1513,0,1,98.26711988,900,476
1514,0,124,829.8952715,1100,75
1515,0,0,954.2146351,2100,705
1516,1,2,393.6093593,500,402
1517,1,19,264.9447393,900,169
1518,0,0,2.403938196,900,276
1519,1,51,136.5112187,1200,933
1520,0,5,403.1817547,1300,637
1521,1,0,13.72135002,400,230
1522,1,0,511.6401345,800,297
1523,1,2,12.14211178,200,74
1524,1,1,650.7520397,800,213
1525,1,33,927.8185111,1200,83
1526,1,14,119.0514326,800,489
1527,1,0,194.8422341,500,12
1528,0,24,255.2746742,800,187
1529,0,0,932.971709,1200,621
1530,0,10,875.138689,1200,615
1531,1,63,619.7655912,1000,376
1532,1,0,438.2401559,900,292
1533,1,3,132.7642355,1200,686
1534,1,31,1076.75511,1600,681
1535,1,13,22.69024225,300,193
1536,0,5,302.0963738,500,863
1537,0,3,221.4621627,500,682
1538,0,0,1209.924963,1300,892
1539,0,0,950.9727562,1400,635
1540,0,0,187.32705,900,211
1541,1,3,578.2973042,600,275
1542,0,0,1740.270054,2200,980
1543,1,1,194.9689114,1000,526
1544,0,3,128.1973716,600,366
1545,1,25,138.2905888,200,62
1546,0,0,31.08334128,500,272
1547,0,0,203.8006592,1800,843
1548,0,0,286.6640885,2200,772
1549,0,43,88.78711315,800,273
1550,0,2,31.85024631,300,41
1551,0,2,382.1486413,900,454
1552,1,260,334.1071297,800,545
1553,0,3,148.4389074,800,276
1554,0,3,147.9120673,600,763
1555,0,2,103.3344772,1100,649
1556,1,4,61.14720214,600,37
1557,0,19,1185.160251,1200,596
1558,1,1,101.6894177,1800,975
1559,1,420,125.1751216,300,139
1560,0,9,446.4025879,700,238
1561,0,9,945.8314741,1600,973
1562,0,11,199.4281059,700,97
1563,1,0,190.1193154,200,58
1564,0,18,77.59591132,200,134
1565,0,4,103.5874849,1000,442
1566,0,0,966.0130646,1000,455
1567,0,0,165.869227,1900,868
1568,0,136,901.7811558,2600,950
1569,0,0,452.1427686,1100,539
1570,0,9,402.4717038,700,488
1571,1,148,679.4486943,800,187
1572,0,5,1854.896791,2000,911
1573,0,0,1876.825666,2200,969
1574,1,0,1006.88665,1200,63
1575,0,3,95.79929875,800,151
1576,0,2,200.4562954,900,288
1577,0,2,246.9083885,400,354
1578,0,1,769.7480775,900,189
1579,0,5,41.81076408,600,75
1580,0,7,175.3907691,700,872
1581,0,3,44.10210086,800,921
1582,0,1,302.1517547,2200,827
1583,1,2,93.60814201,200,476
1584,1,0,310.0868505,700,208
1585,0,0,669.7892108,1200,172
1586,0,1,388.5835385,600,656
1587,0,0,977.012401,1400,890
1588,1,40,91.25431496,900,379
1589,0,0,1200.847591,2100,980
1590,0,4,332.1050112,800,423
1591,0,1,557.371799,2000,922
1592,1,6,266.9080225,700,429
1593,0,2,171.281232,200,370
1594,0,11,1255.843552,2100,672
1595,0,6,948.8491086,1000,583
1596,1,0,139.4275479,400,90
1597,0,5,372.866848,600,448
1598,1,2,152.8893769,200,131
1599,0,1,199.3258522,700,332
1600,1,21,305.1640072,700,671
1601,1,0,435.7098037,700,214
1602,1,147,34.09704526,200,161
1603,0,1,356.8475135,1900,914
1604,0,3,856.6063725,1800,816
1605,0,0,366.7593506,1000,657
1606,1,38,337.1959866,1400,531
1607,1,4,160.8530786,200,139
1608,1,1,1007.679693,1100,221
1609,0,0,128.7200708,200,128
1610,0,0,230.4243579,300,681
1611,1,2,154.8507335,800,331
1612,1,611,87.92123007,200,147
1613,0,0,240.9159045,1700,768
1614,1,52,611.9059361,700,198
1615,0,0,332.5887104,400,311
1616,1,6,776.3207229,800,457
1617,0,0,1211.593861,1900,670
1618,0,1,661.5916173,900,583
1619,0,0,84.46010344,1000,959
1620,0,1,575.4329221,1900,702
1621,1,8,152.6692108,200,104
1622,0,4,61.21914462,2400,855
1623,0,12,215.2856253,500,25
1624,1,0,669.3924612,1600,515
1625,1,16,79.99891207,700,492
1626,1,0,91.10362649,200,182
1627,1,0,353.5454505,400,177
1628,1,1,190.6259891,200,150
1629,0,0,234.8734873,400,430
1630,0,5,309.2938987,600,164
1631,0,1,1016.944715,1400,745
1632,0,0,193.3861785,1500,967
1633,0,17,1013.046431,1300,175
1634,0,0,255.8764311,900,431
1635,0,0,130.5376444,1400,371
1636,0,7,1529.67161,1700,666
1637,0,1,423.6324069,1900,874
1638,0,7,43.93300768,900,407
1639,0,1,892.2111262,1300,733
1640,1,54,584.0141063,700,218
1641,0,7,100.3374747,300,668
1642,1,25,809.5333043,1200,645
1643,1,9,496.4562713,900,132
1644,1,22,422.8356636,900,383
1645,0,0,618.7779819,1000,641
1646,0,15,249.7845378,400,34
1647,0,0,657.2413876,1200,626
1648,1,26,161.8012408,800,607
1649,1,2,302.8728731,1200,796
1650,0,0,14.66375834,1900,787
1651,0,0,1317.510757,2000,769
1652,1,38,216.9556118,900,338
1653,1,0,91.82080012,200,180
1654,1,2,42.65601659,700,279
